v_tri_state_industries.ST,v_tri_state_industries.YEAR,v_tri_state_industries.TRI_NAICS_CODE,v_tri_state_industries.NAICS_DESCRIPTION,v_tri_state_industries.NUMBER_OF_CHEMICALS,v_tri_state_industries.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_industries.DATA_SET,
"CO","2017","327","NAICS 327 - Nonmetallic Mineral Product","26","632523.85236634033962337","INFO"
"CO","2017","326","NAICS 326 - Plastics and Rubber","3","112225.14","INFO"
"CO","2017","322","NAICS 322 - Paper","2","53638.3","INFO"
"CO","2017","333","NAICS 333 - Machinery","13","35.034","INFO"
"CO","2017","2211","NAICS 2211 - Electric Utilities","19","7846953.9247251604931725","INFO"
"CO","2017","339","NAICS 339 - Miscellaneous Manufacturing","5","78987.6","INFO"
"CO","2017","999","NAICS 999 - Other","10","613371.222","INFO"
"CO","2017","331","NAICS 331 - Primary Metals","19","199083.7050410276587639275","INFO"
"CO","2017","332","NAICS 332 - Fabricated Metals","23","745060.95855","INFO"
"CO","2017","4246","NAICS 4246 - Chemical Wholesalers","19","11994.5","INFO"
"CO","2017","323","NAICS 323 - Printing","1","14720","INFO"
"CO","2017","335","NAICS 335 - Electrical Equipment","1","0","INFO"
"CO","2017","324","NAICS 324 - Petroleum","32","145927.07010044449604955","INFO"
"CO","2017","2122","NAICS 2122 - Metal Mining","12","17716753","INFO"
"CO","2017","321","NAICS 321 - Wood Products","5","2805.4","INFO"
"CO","2017","325","NAICS 325 - Chemicals","47","233993.944968","INFO"
"CO","2017","337","NAICS 337 - Furniture","6","96193.489","INFO"
"CO","2017","334","NAICS 334 - Computers/Electronics Products","17","101771.0500311","INFO"
"CO","2017","336","NAICS 336 - Transportation Equipment","10","5068.74","INFO"
"CO","2017","4247","NAICS 4247 - Petroleum Bulk Terminals","15","18353.563","INFO"
"CO","2017","2121","NAICS 2121 - Coal Mining","9","1062107.7803","INFO"
"CO","2017","311","NAICS 311 - Food","9","1245591.287","INFO"
"CO","2017","3121","NAICS 3121 - Beverages","5","217326","INFO"
"CO","2017","562","NAICS 562 - Hazardous Waste","24","973085.05","INFO"
