v_tri_state_industries.ST,v_tri_state_industries.YEAR,v_tri_state_industries.TRI_NAICS_CODE,v_tri_state_industries.NAICS_DESCRIPTION,v_tri_state_industries.NUMBER_OF_CHEMICALS,v_tri_state_industries.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_industries.DATA_SET,
"FL","2017","322","NAICS 322 - Paper","30","6934619.0956442501167023","INFO"
"FL","2017","339","NAICS 339 - Miscellaneous Manufacturing","13","285998.06328","INFO"
"FL","2017","562","NAICS 562 - Hazardous Waste","16","108160.2518","INFO"
"FL","2017","334","NAICS 334 - Computers/Electronics Products","11","16756.91983","INFO"
"FL","2017","337","NAICS 337 - Furniture","2","58901.872","INFO"
"FL","2017","3122","NAICS 3122 - Tobacco","1","5064.4","INFO"
"FL","2017","323","NAICS 323 - Printing","2","12758","INFO"
"FL","2017","333","NAICS 333 - Machinery","10","25925.82114","INFO"
"FL","2017","336","NAICS 336 - Transportation Equipment","24","2093456.5484","INFO"
"FL","2017","999","NAICS 999 - Other","25","759340.79125","INFO"
"FL","2017","3121","NAICS 3121 - Beverages","3","71378.5","INFO"
"FL","2017","313","NAICS 313 - Textiles","1","709","INFO"
"FL","2017","311","NAICS 311 - Food","22","2041955.2429","INFO"
"FL","2017","321","NAICS 321 - Wood Products","16","92899.9746981279898","INFO"
"FL","2017","2211","NAICS 2211 - Electric Utilities","30","9514666.35347621030000625","INFO"
"FL","2017","327","NAICS 327 - Nonmetallic Mineral Product","19","102227.847981234562625","INFO"
"FL","2017","324","NAICS 324 - Petroleum","11","3646.3236855","INFO"
"FL","2017","325","NAICS 325 - Chemicals","88","35239663.0023315","INFO"
"FL","2017","331","NAICS 331 - Primary Metals","27","729382.37022269374089913","INFO"
"FL","2017","4247","NAICS 4247 - Petroleum Bulk Terminals","25","86614.77","INFO"
"FL","2017","335","NAICS 335 - Electrical Equipment","11","17711.51061","INFO"
"FL","2017","4246","NAICS 4246 - Chemical Wholesalers","16","10849","INFO"
"FL","2017","2122","NAICS 2122 - Metal Mining","6","429555.184","INFO"
"FL","2017","326","NAICS 326 - Plastics and Rubber","13","463160.67","INFO"
"FL","2017","332","NAICS 332 - Fabricated Metals","28","474793.757228","INFO"
