v_tri_state_onsite_releases.ST,v_tri_state_onsite_releases.YEAR,v_tri_state_onsite_releases.ON_SITE_AIR,v_tri_state_onsite_releases.ON_SITE_WATER,v_tri_state_onsite_releases.ON_SITE_LAND,v_tri_state_onsite_releases.ON_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_onsite_releases.DATA_SET,
"NE","2018","5878744.483731069817088075","3712258.853436778","4127635.18","14684843.841118449015","4088827.0378525","18774722.479710949015","INFO"
"NE","2017","5443723.82891440618970814","4082320.086155647","3490350.39","13713681.612041581108","3663485.043646","17377906.695760781108","INFO"
"NE","2016","5299301.6852550416178747325","4849222.89020226","4636059","15949273.3031688848865","2584251.5149877","18534493.4047787848865","INFO"
"NE","2015","5464116.0176190463893751575","7300413.051395058","5745097","19109388.5771803615715","2456852.2228484","21567237.0947897615715","INFO"
"NE","2014","5564572.4385648349165947","11626515.23626388","5292661","23289783.95326128934","3844268.1471624","27134984.19500508934","INFO"
"NE","2013","5028565.9895577060860142125","11858149.32104","6201094","23820116.5404552401425","2671580.201781","26491696.7422362401425","INFO"
"NE","2012","4911979.13254086781870489","10523995.771215","5241216","21325111.042158079458","3105943.8739321","24431054.916090179458","INFO"
"NE","2011","5219949.6841656007562133825","11268160.3281675","7199522.87","24340806.9102071994165","3459175.8739733","27799982.7841804994165","INFO"
"NE","2010","5746684.4151641425808810075","14727942.0319999","7668052.1","28653575.7914439219415","3535938.8048868","32189514.5963307219415","INFO"
"NE","2009","5605044.6952418983591824625","15174931.3578902","5295490.95","26931776.8615547077925","3210214.929561","30141991.7911157077925","INFO"
"NE","2008","8482419.417364440403774495","16979498.8588967","4903854.7","30782704.777517269739","5341798.1689201","36124502.946437369739","INFO"
"NE","2007","6096330.3687763807257475","17409778.5948723","2768944.7","26677648.2572549695","17161319.180108","43838967.4373629695","INFO"
"NE","2006","7901048.362271119211568555","18842321.1500602","2604568.7239","30251834.196482766471","14471131.2421689","44722965.438651666471","INFO"
"NE","2005","8482995.0157604651615770525","21082285.1934638","3820790.9927469","33826370.4064310555905","14722794.869352","48549165.2757830555905","INFO"
