v_tri_state_industries.ST,v_tri_state_industries.YEAR,v_tri_state_industries.TRI_NAICS_CODE,v_tri_state_industries.NAICS_DESCRIPTION,v_tri_state_industries.NUMBER_OF_CHEMICALS,v_tri_state_industries.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_industries.DATA_SET,
"NV","2017","2122","NAICS 2122 - Metal Mining","37","376644248.302","INFO"
"NV","2017","321","NAICS 321 - Wood Products","3","3.1","INFO"
"NV","2017","325","NAICS 325 - Chemicals","24","3779088.3549","INFO"
"NV","2017","4247","NAICS 4247 - Petroleum Bulk Terminals","14","6084.413","INFO"
"NV","2017","339","NAICS 339 - Miscellaneous Manufacturing","2","0","INFO"
"NV","2017","2211","NAICS 2211 - Electric Utilities","12","182484.123008530962547275","INFO"
"NV","2017","311","NAICS 311 - Food","6","4268.4","INFO"
"NV","2017","562","NAICS 562 - Hazardous Waste","50","11252580.5404","INFO"
"NV","2017","999","NAICS 999 - Other","15","239026.20705","INFO"
"NV","2017","324","NAICS 324 - Petroleum","9","2499.222","INFO"
"NV","2017","331","NAICS 331 - Primary Metals","11","4958026.51","INFO"
"NV","2017","336","NAICS 336 - Transportation Equipment","5","234.16185","INFO"
"NV","2017","327","NAICS 327 - Nonmetallic Mineral Product","13","92717.836435140775589705","INFO"
"NV","2017","332","NAICS 332 - Fabricated Metals","14","462728.6125","INFO"
"NV","2017","334","NAICS 334 - Computers/Electronics Products","1",".768","INFO"
"NV","2017","4246","NAICS 4246 - Chemical Wholesalers","1","5","INFO"
"NV","2017","323","NAICS 323 - Printing","4","164562","INFO"
"NV","2017","326","NAICS 326 - Plastics and Rubber","13","27599.735","INFO"
"NV","2017","333","NAICS 333 - Machinery","3","27","INFO"
