v_tri_state_industries.ST,v_tri_state_industries.YEAR,v_tri_state_industries.TRI_NAICS_CODE,v_tri_state_industries.NAICS_DESCRIPTION,v_tri_state_industries.NUMBER_OF_CHEMICALS,v_tri_state_industries.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_industries.DATA_SET,
"WI","2017","311","NAICS 311 - Food","17","6137549.1741","INFO"
"WI","2017","327","NAICS 327 - Nonmetallic Mineral Product","23","516541.0794","INFO"
"WI","2017","333","NAICS 333 - Machinery","29","198569.0419021","INFO"
"WI","2017","331","NAICS 331 - Primary Metals","42","6419528.7064272210664185375","INFO"
"WI","2017","324","NAICS 324 - Petroleum","21","158874.4715861","INFO"
"WI","2017","2211","NAICS 2211 - Electric Utilities","23","4775115.2864095147460185","INFO"
"WI","2017","323","NAICS 323 - Printing","12","392041.52","INFO"
"WI","2017","334","NAICS 334 - Computers/Electronics Products","21","114057.3701002","INFO"
"WI","2017","325","NAICS 325 - Chemicals","107","2822296.29952","INFO"
"WI","2017","321","NAICS 321 - Wood Products","21","282899.64040005056506","INFO"
"WI","2017","322","NAICS 322 - Paper","46","6429929.2493500201887058775","INFO"
"WI","2017","335","NAICS 335 - Electrical Equipment","18","90586.8222","INFO"
"WI","2017","4246","NAICS 4246 - Chemical Wholesalers","29","7934.446","INFO"
"WI","2017","337","NAICS 337 - Furniture","12","86988.22","INFO"
"WI","2017","332","NAICS 332 - Fabricated Metals","44","3503078.755006","INFO"
"WI","2017","316","NAICS 316 - Leather","5","56503.2","INFO"
"WI","2017","3121","NAICS 3121 - Beverages","1","0","INFO"
"WI","2017","336","NAICS 336 - Transportation Equipment","32","542219.5853472","INFO"
"WI","2017","326","NAICS 326 - Plastics and Rubber","36","580801.8759","INFO"
"WI","2017","313","NAICS 313 - Textiles","3","7393","INFO"
"WI","2017","999","NAICS 999 - Other","24","158524.06","INFO"
"WI","2017","4247","NAICS 4247 - Petroleum Bulk Terminals","16","11226.3941718","INFO"
"WI","2017","562","NAICS 562 - Hazardous Waste","28","21222.9220796603574725","INFO"
"WI","2017","339","NAICS 339 - Miscellaneous Manufacturing","8","18896.5705","INFO"
