1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. FEDERAL FACILITY,15. INDUSTRY SECTOR CODE,16. INDUSTRY SECTOR,17. PRIMARY SIC,18. SIC 2,19. SIC 3,20. SIC 4,21. SIC 5,22. SIC 6,23. PRIMARY NAICS,24. NAICS 2,25. NAICS 3,26. NAICS 4,27. NAICS 5,28. NAICS 6,29. DOC_CTRL_NUM,30. CHEMICAL,31. CAS #/COMPOUND ID,32. SRS ID,33. CLEAN AIR ACT CHEMICAL,34. CLASSIFICATION,35. METAL,36. METAL CATEGORY,37. CARCINOGEN,38. FORM TYPE,39. UNIT OF MEASURE,40. 5.1 - FUGITIVE AIR,41. 5.2 - STACK AIR,42. 5.3 - WATER,43. 5.4 - UNDERGROUND,44. 5.4.1 - UNDERGROUND CL I,45. 5.4.2 - UNDERGROUND C II-V,46. 5.5.1 - LANDFILLS,47. 5.5.1A - RCRA C LANDFILL,48. 5.5.1B - OTHER LANDFILLS,49. 5.5.2 - LAND TREATMENT,50. 5.5.3 - SURFACE IMPNDMNT,51. 5.5.3A - RCRA SURFACE IM,52. 5.5.3B - OTHER SURFACE I,53. 5.5.4 - OTHER DISPOSAL,54. ON-SITE RELEASE TOTAL,55. 6.1 - POTW - TRNS RLSE,56. 6.1 - POTW - TRNS TRT,57. POTW - TOTAL TRANSFERS,58. 6.2 - M10,59. 6.2 - M41,60. 6.2 - M62,61. 6.2 - M40 METAL,62. 6.2 - M61 METAL,63. 6.2 - M71,64. 6.2 - M81,65. 6.2 - M82,66. 6.2 - M72,67. 6.2 - M63,68. 6.2 - M66,69. 6.2 - M67,70. 6.2 - M64,71. 6.2 - M65,72. 6.2 - M73,73. 6.2 - M79,74. 6.2 - M90,75. 6.2 - M94,76. 6.2 - M99,77. OFF-SITE RELEASE TOTAL,78. 6.2 - M20,79. 6.2 - M24,80. 6.2 - M26,81. 6.2 - M28,82. 6.2 - M93,83. OFF-SITE RECYCLED TOTAL,84. 6.2 - M56,85. 6.2 - M92,86. OFF-SITE ENERGY RECOVERY T,87. 6.2 - M40 NON-METAL,88. 6.2 - M50,89. 6.2 - M54,90. 6.2 - M61 NON-METAL,91. 6.2 - M69,92. 6.2 - M95,93. OFF-SITE TREATED TOTAL,94. 6.2 - UNCLASSIFIED,95. 6.2 - TOTAL TRANSFER,96. TOTAL RELEASES,97. 8.1 - RELEASES,98. 8.1A - ON-SITE CONTAINED,99. 8.1B - ON-SITE OTHER ,100. 8.1C - OFF-SITE CONTAIN,101. 8.1D - OFF-SITE OTHER R,102. 8.2 - ENERGY RECOVER ON,103. 8.3 - ENERGY RECOVER OF,104. 8.4 - RECYCLING ON SITE,105. 8.5 - RECYCLING OFF SIT,106. 8.6 - TREATMENT ON SITE,107. 8.7 - TREATMENT OFF SITE,108. PRODUCTION WSTE (8.1-8.7),109. 8.8 - ONE-TIME RELEASE,110. PROD_RATIO_OR_ ACTIVITY,111. 8.9 - PRODUCTION RATIO,112. PARENT CO NAME,113. PARENT CO DB NUM,
"2017","87416FRCRNCOUNT","110042068473","FOUR CORNERS STEAM ELECTRIC STATION","COUNTY RD 6675","FRUITLAND","SAN JUAN","NM","87416","780","Navajo Nation, Arizona, New Mexico & Utah","36.68881","-108.48036","NO","2211","Electric Utilities","","","","","","","221112","","","","","","1317216035244","POLYCYCLIC AROMATIC COMPOUNDS","N590","649749","YES","PBT","NO","0","YES","R","Pounds","0","3.5","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0","0","3.5","0","0","99238","0","0","0","0","0","99241.5","","PRODUCTION",".99","PINNACLE WEST CAPITAL CORP","131155400"
"2017","87301GNTRFROUTE","110011031052","WESTERN REFINING SOUTHWEST INC-GALLUP REFINERY","92 GIANT CROSSING ROAD","GALLUP","MCKINLEY","NM","87301","","","35.490278","-108.425","NO","324","Petroleum","","","","","","","324110","","","","","","1317216300590","MERCURY COMPOUNDS","N458","650028","YES","PBT","YES","1","NO","R","Pounds",".0005","4.9","0","0","0","0","0","0","0","0","0","0","0","0","4.9005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.522","0","0",".18","18.5","0","24.202","0","0","55.7","0","0","55.7","0","0","0","0","0","0","0","0","0","0","0","79.902","29.1025","0","0","4.9005","5.522","18.68","0","0","0","55.7","0","0","84.8025","","PRODUCTION","1.11","MARATHON PETROLEUM CORP","968393996"
"2017","87301GNTRFROUTE","110011031052","WESTERN REFINING SOUTHWEST INC-GALLUP REFINERY","92 GIANT CROSSING ROAD","GALLUP","MCKINLEY","NM","87301","","","35.490278","-108.425","NO","324","Petroleum","","","","","","","324110","","","","","","1317216300451","CYCLOHEXANE","000110827","27003","NO","TRI","NO","0","NO","R","Pounds","1300","0","0","0","0","0","0","0","0","0","0","0","0","0","1300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".01","12.7","0","0","0",".14","0","12.85","208.8","0","0","0",".42","209.22","0","0","0","0","3.4","0","0",".34","0","3.74","0","225.81","1312.85","0","0","1300","12.71",".14","0","0","0","209.22","0","3.74","1525.81","","PRODUCTION","1.11","MARATHON PETROLEUM CORP","968393996"
"2017","87301GNTRFROUTE","110011031052","WESTERN REFINING SOUTHWEST INC-GALLUP REFINERY","92 GIANT CROSSING ROAD","GALLUP","MCKINLEY","NM","87301","","","35.490278","-108.425","NO","324","Petroleum","","","","","","","324110","","","","","","1317216300689","TOLUENE","000108883","25452","YES","TRI","NO","0","NO","R","Pounds","5613","3560","0","0","0","0","0","0","0","0","0","0","0","0","9173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142.4","1787.9","0","0","740.3","278.4","0","2949","258.9","0","0","0",".7","259.6","0","27.1","27.1","0","17.7","0","0","18.1","0","35.8","0","3271.5","12122","0","0","9173","1930.3","1018.7","0","27.1","0","259.6","0","35.8","12444.5","","PRODUCTION","1.11","MARATHON PETROLEUM CORP","968393996"
"2017","87421SNJNMCOUNT","110000744035","SAN JUAN COAL CO - SAN JUAN MINE","16 MILES WEST OF FARMINGTON, CR 6800","WATERFLOW","SAN JUAN","NM","87421","","","36.814188","-108.43093","NO","2121","Coal Mining","","","","","","","212112","","","","","","1317216180000","COBALT COMPOUNDS","N096","649970","YES","TRI","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","30000","0","0","0","0","0","30000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30000","0","30000","0","0","0","0","0","0","0","0","0","30000","","ACTIVITY","1.17","WESTMORELAND COAL CO","007914930"
"2017","87421SNJNMCOUNT","110000744035","SAN JUAN COAL CO - SAN JUAN MINE","16 MILES WEST OF FARMINGTON, CR 6800","WATERFLOW","SAN JUAN","NM","87421","","","36.814188","-108.43093","NO","2121","Coal Mining","","","","","","","212112","","","","","","1317216180048","MERCURY COMPOUNDS","N458","650028","YES","PBT","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","1340","0","0","0","0","0","1340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1340","0","1340","0","0","0","0","0","0","0","0","0","1340","","ACTIVITY","1.17","WESTMORELAND COAL CO","007914930"
"2017","87421SNJNMCOUNT","110000744035","SAN JUAN COAL CO - SAN JUAN MINE","16 MILES WEST OF FARMINGTON, CR 6800","WATERFLOW","SAN JUAN","NM","87421","","","36.814188","-108.43093","NO","2121","Coal Mining","","","","","","","212112","","","","","","1317216180063","SELENIUM COMPOUNDS","N725","650044","YES","TRI","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","50000","0","0","0","0","0","50000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","50000","0","0","0","0","0","0","0","0","0","50000","","ACTIVITY","1.17","WESTMORELAND COAL CO","007914930"
"2017","88103SRFRC8MILE","110042049262","US DOD USAF CANNON AFB","8 MILES W OF CLOVIS","CANNON AFB","CURRY","NM","88103","","","34.386116","-103.314476","YES","999","Other","","","","","","","928110","","","","","","1317216235743","ETHYLBENZENE","000100414","19406","YES","TRI","NO","0","YES","R","Pounds","16","11","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","27","0","0","0","0","0","0","0","0","27","","ACTIVITY","1.7","US DEPARTMENT OF DEFENSE","NA"
"2017","8824WNCPLN136ST","110055499991","EUNICE PLANT","136 STATE HWY 175","OIL CENTER","LEA","NM","88240","","","32.513706","-103.281527","NO","999","Other","","","","","","","211130","","","","","","1317216002675","BENZENE","000071432","4754","YES","TRI","NO","0","YES","R","Pounds","125","31","0","0","0","0","0","0","0","0","0","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156","0","0","128","0","0","0","0","0","0","0","0","128","28","PRODUCTION","1","DCP MIDSTREAM LLC","007118276"
"2017","87113HNYWL9201S","110000860391","HONEYWELL AEROSPACE-ALBUQUERQUE","9201 SAN MATEO BLVD NE MS-D11","ALBUQUERQUE","BERNALILLO","NM","87113","","","35.19095","-106.5865","NO","334","Computers and Electronic Products","","","","","","","334511","","","","","","1317216333207","LEAD","007439921","149583","YES","PBT","YES","1","YES","R","Pounds","0",".14","0","0","0","0","0","0","0","0","0","0","0","0",".14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","19","0","387.6","0","0","0","387.6","0","0","0","0","0","0","0","0","0","0","0","406.6","19.14","0","0",".14","0","19","0","0","0","387.6","0","0","406.74","","PRODUCTION","1.31","HONEYWELL INTERNATIONAL INC","139691877"
