v_tri_state_industries.ST,v_tri_state_industries.YEAR,v_tri_state_industries.TRI_NAICS_CODE,v_tri_state_industries.NAICS_DESCRIPTION,v_tri_state_industries.NUMBER_OF_CHEMICALS,v_tri_state_industries.ON_OFF_SITE_DISP_OR_OTHER_REL,v_tri_state_industries.DATA_SET,
"MI","2017","331","NAICS 331 - Primary Metals","55","15181283.1266946402366925","INFO"
"MI","2017","323","NAICS 323 - Printing","5","237104","INFO"
"MI","2017","322","NAICS 322 - Paper","29","2419339.560657212050385935","INFO"
"MI","2017","324","NAICS 324 - Petroleum","42","428778.684416280742593","INFO"
"MI","2017","4246","NAICS 4246 - Chemical Wholesalers","27","17973.3419","INFO"
"MI","2017","325","NAICS 325 - Chemicals","128","2825911.8003070997549825","INFO"
"MI","2017","4247","NAICS 4247 - Petroleum Bulk Terminals","13","22345","INFO"
"MI","2017","562","NAICS 562 - Hazardous Waste","63","17636560.545040000247963275","INFO"
"MI","2017","335","NAICS 335 - Electrical Equipment","14","30799.23862","INFO"
"MI","2017","321","NAICS 321 - Wood Products","13","310398.5","INFO"
"MI","2017","336","NAICS 336 - Transportation Equipment","48","3517994.6785231","INFO"
"MI","2017","339","NAICS 339 - Miscellaneous Manufacturing","12","23953.425","INFO"
"MI","2017","2122","NAICS 2122 - Metal Mining","6","8775035.6778","INFO"
"MI","2017","999","NAICS 999 - Other","8","65746.65","INFO"
"MI","2017","334","NAICS 334 - Computers/Electronics Products","13","19129.92837","INFO"
"MI","2017","332","NAICS 332 - Fabricated Metals","43","2598815.4524537","INFO"
"MI","2017","327","NAICS 327 - Nonmetallic Mineral Product","31","1296913.6879194843521675","INFO"
"MI","2017","326","NAICS 326 - Plastics and Rubber","33","916771.598863","INFO"
"MI","2017","311","NAICS 311 - Food","16","2711430.71","INFO"
"MI","2017","313","NAICS 313 - Textiles","1","26235","INFO"
"MI","2017","316","NAICS 316 - Leather","3","299.4","INFO"
"MI","2017","333","NAICS 333 - Machinery","20","30076.246","INFO"
"MI","2017","2211","NAICS 2211 - Electric Utilities","23","15238545.68004226378437575","INFO"
"MI","2017","337","NAICS 337 - Furniture","5","27.67735","INFO"
