1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. FEDERAL FACILITY,15. INDUSTRY SECTOR CODE,16. INDUSTRY SECTOR,17. PRIMARY SIC,18. SIC 2,19. SIC 3,20. SIC 4,21. SIC 5,22. SIC 6,23. PRIMARY NAICS,24. NAICS 2,25. NAICS 3,26. NAICS 4,27. NAICS 5,28. NAICS 6,29. DOC_CTRL_NUM,30. CHEMICAL,31. CAS #/COMPOUND ID,32. SRS ID,33. CLEAN AIR ACT CHEMICAL,34. CLASSIFICATION,35. METAL,36. METAL CATEGORY,37. CARCINOGEN,38. FORM TYPE,39. UNIT OF MEASURE,40. 5.1 - FUGITIVE AIR,41. 5.2 - STACK AIR,42. 5.3 - WATER,43. 5.4 - UNDERGROUND,44. 5.4.1 - UNDERGROUND CL I,45. 5.4.2 - UNDERGROUND C II-V,46. 5.5.1 - LANDFILLS,47. 5.5.1A - RCRA C LANDFILL,48. 5.5.1B - OTHER LANDFILLS,49. 5.5.2 - LAND TREATMENT,50. 5.5.3 - SURFACE IMPNDMNT,51. 5.5.3A - RCRA SURFACE IM,52. 5.5.3B - OTHER SURFACE I,53. 5.5.4 - OTHER DISPOSAL,54. ON-SITE RELEASE TOTAL,55. 6.1 - POTW - TRNS RLSE,56. 6.1 - POTW - TRNS TRT,57. POTW - TOTAL TRANSFERS,58. 6.2 - M10,59. 6.2 - M41,60. 6.2 - M62,61. 6.2 - M40 METAL,62. 6.2 - M61 METAL,63. 6.2 - M71,64. 6.2 - M81,65. 6.2 - M82,66. 6.2 - M72,67. 6.2 - M63,68. 6.2 - M66,69. 6.2 - M67,70. 6.2 - M64,71. 6.2 - M65,72. 6.2 - M73,73. 6.2 - M79,74. 6.2 - M90,75. 6.2 - M94,76. 6.2 - M99,77. OFF-SITE RELEASE TOTAL,78. 6.2 - M20,79. 6.2 - M24,80. 6.2 - M26,81. 6.2 - M28,82. 6.2 - M93,83. OFF-SITE RECYCLED TOTAL,84. 6.2 - M56,85. 6.2 - M92,86. OFF-SITE ENERGY RECOVERY T,87. 6.2 - M40 NON-METAL,88. 6.2 - M50,89. 6.2 - M54,90. 6.2 - M61 NON-METAL,91. 6.2 - M69,92. 6.2 - M95,93. OFF-SITE TREATED TOTAL,94. 6.2 - UNCLASSIFIED,95. 6.2 - TOTAL TRANSFER,96. TOTAL RELEASES,97. 8.1 - RELEASES,98. 8.1A - ON-SITE CONTAINED,99. 8.1B - ON-SITE OTHER ,100. 8.1C - OFF-SITE CONTAIN,101. 8.1D - OFF-SITE OTHER R,102. 8.2 - ENERGY RECOVER ON,103. 8.3 - ENERGY RECOVER OF,104. 8.4 - RECYCLING ON SITE,105. 8.5 - RECYCLING OFF SIT,106. 8.6 - TREATMENT ON SITE,107. 8.7 - TREATMENT OFF SITE,108. PRODUCTION WSTE (8.1-8.7),109. 8.8 - ONE-TIME RELEASE,110. PROD_RATIO_OR_ ACTIVITY,111. 8.9 - PRODUCTION RATIO,112. PARENT CO NAME,113. PARENT CO DB NUM,
"2017","40422SCHST15SPI","110000379199","ROBERT BOSCH AUTOMOTIVE STEERING LLC","15 SPIRAL DR","FLORENCE","BOONE","KY","41042","","","39.01753","-84.64234","NO","336","Transportation Equipment","","","","","","","336330","","","","","","1317215859063","MANGANESE","007439965","149625","YES","TRI","YES","1","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","ROBERT BOSCH LLC","NA"
"2017","40422MGGTT19CRP","110024554249","MEGGITT AIRCRAFT BRAKING SYSTEMS KENTUCKY CORP","190 CORPORATE DR","DANVILLE","BOYLE","KY","40422","","","37.62867","-84.8235","NO","336","Transportation Equipment","","","","","","","336413","","","","","","1317215929567","BENZENE","000071432","4754","YES","TRI","NO","0","YES","R","Pounds","1","11.4","0","0","0","0","0","0","0","0","0","0","0","0","12.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","22","0","0","0","0","0","0","0","0","22","12.4","0","0","12.4","0","0","0","22","0","0","57032","0","57066.4","","PRODUCTION","1.02","MEGGITT AIRCRAFT BRAKING SYSTEMS CORP","361941875"
"2017","42702DNCRP750DA","110000381266","METALSA LIGHT VEHILCLE USA - ELIZABETHTOWN","750 N BLACK BRANCH RD","ELIZABETHTOWN","HARDIN","KY","42701","","","37.676037","-85.922168","NO","336","Transportation Equipment","","","","","","","336350","","","","","","1317216564245","MANGANESE","007439965","149625","YES","TRI","YES","1","NO","R","Pounds","250","250","0","0","0","0","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36500","0","0","0","0","0","0","36500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36500","37000","0","0","500","36500","0","0","0","0","0","0","0","37000","","ACTIVITY","2.5","METALSA","005040555"
"2017","4224WSSMKL1WEYM","110070058066","U S SMOKELESS TOBACCO CO EAGLE ONE","100 WEYMAN'S WAY","HOPKINSVILLE","CHRISTIAN","KY","42240","","","36.731928","-87.466894","NO","3122","Tobacco","","","","","","","312230","","","","","","1317216082139","NICOTINE AND SALTS","N503","649897","NO","TRI","NO","0","NO","R","Pounds","32","434","0","0","0","0","0","0","0","0","0","0","0","0","466",".14","0",".14","0","0","0","0","0","0","0","0","0","0","0","0","936","0","0","0","0","0","0","936.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","936","1402.14","0","0","466","936.0028",".1372","0","0","0","0","0","0","1402.14","","PRODUCTION","4.36","ALTRIA GROUP INC","144628310"
"2017","40219CRDNL4005O","110000378635","CARDINAL ALUMINUM CO PLAN T 3","4005 OAKLAWN DR","LOUISVILLE","JEFFERSON","KY","40219","","","38.14825","-85.6842","NO","331","Primary Metals","","","","","","","331318","","","","","","1317216586863","COPPER","007440508","150086","NO","TRI","YES","1","NO","R","Pounds","5","10","19","0","0","0","0","0","0","0","0","0","0","0","34","188","0","188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","188","0","44497","0","0","0","44497","0","0","0","0","0","0","0","0","0","0","0","44497","222","0","0","34","135.36","52.64","0","0","0","44497","0","0","44719","","PRODUCTION",".99","CARDINAL ALUMINUM CO","NA"
"2017","40219CRDNL4005O","110000378635","CARDINAL ALUMINUM CO PLAN T 3","4005 OAKLAWN DR","LOUISVILLE","JEFFERSON","KY","40219","","","38.14825","-85.6842","NO","331","Primary Metals","","","","","","","331318","","","","","","1317216586901","NITRATE COMPOUNDS","N511","649616","NO","TRI","NO","0","NO","R","Pounds","0","0","4073","0","0","0","0","0","0","0","0","0","0","0","4073","8146.6","73319.4","81466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8146.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73319.4","0","73319.4","12219.6","0","0","4073","0","8146.6","0","0","0","0","0","73319.4","85539","","PRODUCTION",".99","CARDINAL ALUMINUM CO","NA"
"2017","42420PBSCH1405H","110056962274","BRENNTAG MID-SOUTH INC","1405 HWY 136 W","HENDERSON","HENDERSON","KY","42420","","","37.810556","-87.654833","NO","4246","Chemical Wholesalers","","","","","","","424690","","","","","","1317216629788","TOLUENE","000108883","25452","YES","TRI","NO","0","NO","R","Pounds","320","344","0","0","0","0","0","0","0","0","0","0","0","0","664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","664","0","0","664","0","0","0","0","0","0","0","0","664","","PRODUCTION","2.12","BRENNTAG N.A. INC","NA"
"2017","40219CRDNL4005O","110000378635","CARDINAL ALUMINUM CO PLAN T 3","4005 OAKLAWN DR","LOUISVILLE","JEFFERSON","KY","40219","","","38.14825","-85.6842","NO","331","Primary Metals","","","","","","","331318","","","","","","1317216586899","NICKEL COMPOUNDS","N495","650036","YES","TRI","YES","1","YES","R","Pounds","7","77","5","0","0","0","0","0","0","0","0","0","0","0","89","25","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","3989","0","0","0","3989","0","0","0","0","0","0","0","0","0","0","0","3989","114","0","0","89","9.5","15.5","0","0","0","3989","0","0","4103","","PRODUCTION",".99","CARDINAL ALUMINUM CO","NA"
"2017","42241CMMNW4895P","110022523045","COMMONWEALTH AGRI-ENERGY LLC","4895 PEMBROKE RD","HOPKINSVILLE","CHRISTIAN","KY","42240","","","36.81342","-87.41009","NO","325","Chemicals","","","","","","","325193","","","","","","1317216576544","N-HEXANE","000110543","26740","YES","TRI","NO","0","NO","R","Pounds","30","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","30","0","0","0","0","0","0","14","0","44","","PRODUCTION","1","HOPKINSVILLE ELEVATOR CO","049938913"
"2017","40216RHMND4300C","110000378555","ROHM & HAAS - LOUISVILLE PL ANT","4300 CAMPGROUND RD","LOUISVILLE","JEFFERSON","KY","40216","","","38.212101","-85.84458","NO","325","Chemicals","","","","","","","325211","","","","","","1317216050120","STYRENE","000100425","19414","YES","TRI","NO","0","YES","R","Pounds","40","146","0","0","0","0","0","0","0","0","0","0","0","0","186","0","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","11","186","0","0","186","0","0","0","0","0","0","370","11","567","","PRODUCTION","1","THE DOW CHEMICAL CO","002292043"
